DateOfCall,PropertyCategory,NumPumpsAttending
11-10-2021,Dwelling,2
11-10-2021,Outdoor Structure,1
11-10-2021,Dwelling,2
11-10-2021,Dwelling,1
11-10-2021,Non Residential,1
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Other Residential,2
11-10-2021,Dwelling,2
11-10-2021,Dwelling,2
11-10-2021,Outdoor Structure,1
11-10-2021,Outdoor,1
11-10-2021,Dwelling,1
11-10-2021,Outdoor,1
11-10-2021,Dwelling,2
11-10-2021,Dwelling,1
11-10-2021,Outdoor,1
11-10-2021,Dwelling,2
11-10-2021,Dwelling,1
11-10-2021,Dwelling,2
11-10-2021,Road Vehicle,2
11-10-2021,Other Residential,2
11-10-2021,Dwelling,2
11-10-2021,Non Residential,1
11-10-2021,Outdoor,1
11-10-2021,Dwelling,5
11-10-2021,Non Residential,1
11-10-2021,Dwelling,2
11-10-2021,Dwelling,2
11-10-2021,Dwelling,1
11-10-2021,Dwelling,5
11-10-2021,Dwelling,1
11-10-2021,Dwelling,2
11-10-2021,Non Residential,1
11-10-2021,Dwelling,2
11-10-2021,Other Residential,2
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Non Residential,1
11-10-2021,Non Residential,1
11-10-2021,Dwelling,2
11-10-2021,Non Residential,1
11-10-2021,Dwelling,5
11-10-2021,Dwelling,1
11-10-2021,Non Residential,1
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Dwelling,1
11-10-2021,Non Residential,1
11-10-2021,Outdoor,1
11-10-2021,Dwelling,5
11-10-2021,Dwelling,1
11-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,3
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Other Residential,1
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,4
12-10-2021,Dwelling,5
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,3
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Other Residential,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Other Residential,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Other Residential,2
12-10-2021,Dwelling,1
12-10-2021,Outdoor,2
12-10-2021,Non Residential,1
12-10-2021,Boat,3
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Outdoor Structure,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Dwelling,6
12-10-2021,Dwelling,1
12-10-2021,Outdoor,1
12-10-2021,Dwelling,2
12-10-2021,Outdoor,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,1
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Other Residential,2
12-10-2021,Rail Vehicle,4
12-10-2021,Dwelling,5
12-10-2021,Non Residential,1
12-10-2021,Outdoor,1
12-10-2021,Outdoor,1
12-10-2021,Dwelling,3
12-10-2021,Dwelling,5
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Other Residential,2
12-10-2021,Dwelling,5
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,1
12-10-2021,Non Residential,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,2
12-10-2021,Other Residential,1
12-10-2021,Dwelling,1
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,1
12-10-2021,Outdoor,2
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,2
12-10-2021,Other Residential,1
12-10-2021,Dwelling,5
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Outdoor,2
12-10-2021,Road Vehicle,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Other Residential,3
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Outdoor,1
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,4
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,3
12-10-2021,Dwelling,5
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,2
12-10-2021,Road Vehicle,2
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,2
12-10-2021,Dwelling,2
12-10-2021,Other Residential,3
12-10-2021,Other Residential,2
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Outdoor Structure,2
12-10-2021,Dwelling,1
12-10-2021,Outdoor Structure,1
12-10-2021,Road Vehicle,1
12-10-2021,Road Vehicle,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Outdoor Structure,1
12-10-2021,Outdoor,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,4
12-10-2021,Dwelling,1
12-10-2021,Dwelling,3
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Other Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,5
12-10-2021,Outdoor,1
12-10-2021,Non Residential,3
12-10-2021,Outdoor,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,3
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,1
12-10-2021,Non Residential,6
12-10-2021,Other Residential,0
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Other Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Road Vehicle,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Other Residential,2
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Other Residential,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Outdoor Structure,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Other Residential,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Road Vehicle,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Non Residential,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Dwelling,5
12-10-2021,Dwelling,2
12-10-2021,Dwelling,2
12-10-2021,Non Residential,3
12-10-2021,Dwelling,1
12-10-2021,Dwelling,2
12-10-2021,Dwelling,1
12-10-2021,Dwelling,1
12-10-2021,Other Residential,1
12-10-2021,Dwelling,2
12-10-2021,Non Residential,0
13-10-2021,Road Vehicle,2
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,3
13-10-2021,Road Vehicle,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Outdoor,1
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Other Residential,2
13-10-2021,Outdoor Structure,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,3
13-10-2021,Non Residential,2
13-10-2021,Dwelling,5
13-10-2021,Dwelling,1
13-10-2021,Other Residential,1
13-10-2021,Dwelling,1
13-10-2021,Other Residential,2
13-10-2021,Road Vehicle,1
13-10-2021,Other Residential,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Outdoor Structure,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Outdoor Structure,6
13-10-2021,Outdoor,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Road Vehicle,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,5
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,2
13-10-2021,Non Residential,1
13-10-2021,Non Residential,2
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Other Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,0
13-10-2021,Non Residential,4
13-10-2021,Dwelling,1
13-10-2021,Other Residential,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Other Residential,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Other Residential,1
13-10-2021,Other Residential,2
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Other Residential,3
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,0
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Outdoor,1
13-10-2021,Road Vehicle,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,5
13-10-2021,Non Residential,1
13-10-2021,Outdoor Structure,1
13-10-2021,Outdoor Structure,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,3
13-10-2021,Outdoor Structure,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,3
13-10-2021,Non Residential,1
13-10-2021,Other Residential,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Other Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,3
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Outdoor,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Road Vehicle,1
13-10-2021,Non Residential,2
13-10-2021,Outdoor,2
13-10-2021,Outdoor Structure,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Outdoor,1
13-10-2021,Non Residential,2
13-10-2021,Outdoor,1
13-10-2021,Road Vehicle,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Other Residential,2
13-10-2021,Outdoor,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Other Residential,2
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,2
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Other Residential,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Other Residential,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Outdoor Structure,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,1
13-10-2021,Road Vehicle,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,5
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Outdoor Structure,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Road Vehicle,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,5
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Road Vehicle,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Non Residential,1
13-10-2021,Dwelling,5
13-10-2021,Non Residential,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Other Residential,2
13-10-2021,Other Residential,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Outdoor,2
13-10-2021,Outdoor,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,2
13-10-2021,Outdoor Structure,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Road Vehicle,1
13-10-2021,Dwelling,2
13-10-2021,Outdoor,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,5
13-10-2021,Other Residential,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Dwelling,2
13-10-2021,Dwelling,1
13-10-2021,Outdoor Structure,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Dwelling,1
13-10-2021,Non Residential,1
13-10-2021,Dwelling,5
13-10-2021,Outdoor Structure,2
14-10-2021,Dwelling,3
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,5
14-10-2021,Dwelling,3
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Other Residential,1
14-10-2021,Outdoor,2
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,5
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Outdoor Structure,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Road Vehicle,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Other Residential,2
14-10-2021,Dwelling,2
14-10-2021,Outdoor,1
14-10-2021,Outdoor,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,5
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Outdoor,1
14-10-2021,Dwelling,5
14-10-2021,Dwelling,2
14-10-2021,Road Vehicle,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Outdoor Structure,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,2
14-10-2021,Road Vehicle,3
14-10-2021,Other Residential,1
14-10-2021,Outdoor,2
14-10-2021,Dwelling,6
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Road Vehicle,1
14-10-2021,Dwelling,2
14-10-2021,Road Vehicle,1
14-10-2021,Other Residential,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Other Residential,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Outdoor Structure,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Outdoor,2
14-10-2021,Other Residential,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,6
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,5
14-10-2021,Other Residential,4
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Outdoor,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Outdoor,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Road Vehicle,1
14-10-2021,Non Residential,1
14-10-2021,Outdoor,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,4
14-10-2021,Dwelling,2
14-10-2021,Dwelling,3
14-10-2021,Dwelling,1
14-10-2021,Other Residential,2
14-10-2021,Dwelling,0
14-10-2021,Dwelling,1
14-10-2021,Non Residential,2
14-10-2021,Road Vehicle,2
14-10-2021,Non Residential,2
14-10-2021,Dwelling,2
14-10-2021,Dwelling,4
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Outdoor Structure,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,2
14-10-2021,Dwelling,2
14-10-2021,Outdoor,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Outdoor,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Outdoor,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Outdoor,1
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Other Residential,3
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,4
14-10-2021,Dwelling,3
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Other Residential,2
14-10-2021,Other Residential,2
14-10-2021,Outdoor,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,2
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Outdoor,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Outdoor,1
14-10-2021,Other Residential,1
14-10-2021,Dwelling,3
14-10-2021,Outdoor,2
14-10-2021,Other Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Non Residential,1
14-10-2021,Other Residential,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Non Residential,1
14-10-2021,Road Vehicle,1
14-10-2021,Road Vehicle,2
14-10-2021,Non Residential,1
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Other Residential,3
14-10-2021,Dwelling,2
14-10-2021,Outdoor Structure,2
14-10-2021,Outdoor,2
14-10-2021,Non Residential,1
14-10-2021,Outdoor Structure,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,2
14-10-2021,Other Residential,5
14-10-2021,Non Residential,1
14-10-2021,Other Residential,2
14-10-2021,Non Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,5
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
14-10-2021,Road Vehicle,1
14-10-2021,Dwelling,1
14-10-2021,Outdoor,1
14-10-2021,Non Residential,1
14-10-2021,Outdoor,1
14-10-2021,Outdoor Structure,4
14-10-2021,Other Residential,1
14-10-2021,Outdoor,1
14-10-2021,Other Residential,1
14-10-2021,Dwelling,2
14-10-2021,Dwelling,1
14-10-2021,Outdoor,1
14-10-2021,Dwelling,1
14-10-2021,Dwelling,1
